price,bedrooms,bathrooms,sqft_living,sqft_lot
1212500,4,3.5,4560,16643
380000,4,3,2800,9764
200000,3,1,1050,5000
385000,3,1.5,1490,9630
396675,2,1,1730,6375
452000,4,1,1210,3760
426000,4,2.5,2800,8494
792000,3,1.5,1570,1050
315000,3,2.25,1400,31626
1275000,4,2,2850,7861
326000,6,3,1880,7200
268500,2,1,790,8424
440000,2,1.75,1300,4000
300000,3,1,2120,7735
525000,3,1.5,1540,4773
978000,4,2.75,2620,13777
1125000,6,3,2880,3192
700000,4,1,1680,4021
315000,2,1,790,6969
309000,3,1,1092,7500
219950,3,1.5,1650,9936
289000,3,2.5,2090,4700
210000,4,1.75,2180,28710
260000,4,2.5,1990,6671
699000,4,2.5,2650,7945
1800000,4,3.5,4460,16953
299950,3,1,910,8000
749950,3,2.5,2770,10773
1100000,3,2,2390,6888
555000,3,2.5,3050,158558
384000,3,2.5,1700,4000
499950,5,3.5,3200,43560
430000,3,1.75,1200,4500
350000,4,2.25,2220,6953
620000,3,2.5,2480,9041
765000,4,2.25,2560,12100
250000,4,1.5,2500,6300
376000,2,1,1150,4000
475000,4,1.75,1650,7775
120750,3,1.75,1140,9628
1690000,3,1.75,3400,8965
330000,3,1,1180,43124
619500,3,2.5,1700,4105
345000,3,1.5,1240,11200
598000,5,2.25,2890,12478
335000,3,1,1060,10050
372500,4,1.75,1590,10523
300000,6,5.25,2860,5682
194000,1,1,820,1060
507500,3,2,2020,8118
325000,4,2.25,1870,9680
329900,3,2.5,2170,4905
329000,4,2.5,1600,6765
494000,4,1.75,2090,4300
206000,4,2,1700,6025
423000,4,1.75,1940,6909
259000,3,1,1320,8625
879950,4,2.25,3500,13875
345600,5,3.5,2800,5120
395000,3,1.5,1080,2940
625000,4,2.5,3550,8048
439000,3,2,2010,251341
380000,3,1.75,1690,1468
440000,3,1.5,1270,1443
415000,3,2.25,1970,2377
860000,4,2.75,3160,8097
500000,3,2.5,1210,1200
953007,4,3.5,3120,5086
515000,4,2.5,2670,8765
772000,3,2.25,1640,1204
329995,4,2.5,2303,3680
409316,3,2.5,1800,3168
490000,5,3.5,4460,2975
305000,2,2.5,1590,2656
785000,4,3.5,3070,4684
240000,2,1.75,1330,7200
325000,3,1,990,6750
535800,4,2.5,1900,5790
720000,3,2.5,2020,1159
374000,3,1.75,2000,9416
189650,2,1.75,1100,7600
420850,1,1,960,40946
815000,4,2.75,3488,9614
1065000,2,1.75,1890,9466
199000,4,2,2030,8120
195000,3,1.75,1380,7350
1506000,4,3.25,3660,5800
288400,3,2.25,1870,3230
442000,4,2.25,2080,12007
619420,4,2.75,2450,14803
635000,4,2.25,2750,6180
210000,3,1,1240,4842
512500,3,2.5,1900,7604
567000,3,2.5,2540,6093
525000,3,2.75,2100,10362
475000,4,2,1790,2250
250000,3,2,1170,7258
220000,3,1,1060,9126
230000,5,2,1930,6120
385500,3,2,1540,7947
895000,5,3,2876,13927
368250,3,2.5,2150,7484
249900,2,1,1140,5500
350000,3,1.5,980,7790
175000,3,1.75,1230,13056
270000,3,1.75,1390,10905
495000,3,3.5,2380,6250
1580000,3,3.25,3690,7200
542500,5,3.25,3010,1074218
330000,3,1,1250,9126
1003000,4,2.75,2290,6120
299800,2,1,790,5240
299900,3,2.5,2720,6014
691000,4,2.75,2550,8632
195000,2,1,1080,3899
405000,3,1.75,2470,9620
360000,2,0.75,850,7710
256750,3,2.5,1990,8991
332500,3,2.25,1800,10500
975000,5,4,4850,36450
218000,3,1,1020,7874
429000,3,2.5,2420,49928
589000,4,2.5,2910,5776
255000,3,1.5,1060,9039
668750,4,2.5,2340,6420
344500,4,2.75,1800,5453
452000,4,2,1660,6150
540000,3,1.75,1300,62290
246000,3,1.5,1780,23819
535000,2,1,1030,4841
970000,4,3.25,2790,5420
430000,3,1,1150,3000
520000,4,2.5,3290,11446
712000,4,2.5,3400,247421
450000,2,1,1200,4000
220000,4,2.5,2160,8005
525000,3,1,1450,4000
1220000,4,2.5,3240,3600
540000,3,2,1470,1691
600000,4,2.5,2360,5226
600000,3,2.25,2230,9053
625000,4,2.5,2630,48706
150000,3,1,1010,25000
389999,3,2.25,1445,1471
285000,3,1.75,2380,6000
744000,4,2.75,2830,13059
700000,4,2.5,3010,46173
318989,4,2.25,2000,9000
556000,3,2.25,2020,3600
275000,3,2.5,2030,6326
430000,3,2.75,2550,11160
300000,2,1,970,13700
396450,3,1.75,1540,12446
225000,2,1,1396,111949
700000,4,3.25,2780,7875
260000,6,2,2220,8797
655000,4,3.5,2350,13402
1185000,3,2.25,2760,40946
1550000,3,2.5,4460,26027
413800,3,2,1440,4421
950000,5,3.75,5330,6000
334990,4,2.5,2220,4228
2700000,5,4.75,5305,8401
1030000,3,4,3880,13095
1130000,4,3.25,3810,8519
556000,3,3,1960,1168
360000,3,2.5,1530,1131
480000,4,2.25,3250,34293
324000,3,2.5,1750,7208
1050000,4,3.25,3440,35021
275000,1,0.75,1170,14149
180000,3,1,870,5330
749000,4,2.5,2930,18199
1600000,3,2.5,3160,12824
373500,2,1,800,3330
770000,4,2.5,2350,8001
356000,2,1.75,1060,16470
625000,3,1.75,2060,12558
494400,2,1.75,1560,1750
585000,4,1.75,3000,42200
926300,3,1.5,1660,4800
600000,3,1.75,1650,5100
430000,4,3,3220,8936
307000,3,1.5,2320,7500
604700,4,2.75,2750,14982
219900,3,1,910,6000
270000,2,1.5,840,867
432000,3,2.25,1470,1578
300000,6,2,2040,10812
361000,3,1,1100,4046
249950,2,1,940,8532
320000,3,2,1110,10500
305000,4,1.75,2200,8100
503000,2,1.75,2860,59612
235750,2,1,740,11250
657000,4,1.75,2740,8520
385000,3,1,1250,7300
389950,4,2.5,3140,8060
150000,2,1,820,10270
254500,4,2.75,2570,7264
555000,4,2.25,2350,8140
1075000,4,3,3600,9200
245000,4,2,1580,8000
319950,2,1,1070,5824
337000,3,1,1070,6109
492000,4,2,1640,5000
1170000,3,2.75,2890,12130
348580,3,1,1220,7876
180000,2,1,1400,4500
400000,3,1,1040,6250
295000,4,2,980,10640
910000,4,3.25,3340,10890
1150000,6,4.5,6040,219542
431500,3,3.5,1900,1612
180000,4,1.5,1740,7292
677000,3,2,2000,3207
1180500,3,1.75,1610,7200
635700,4,2.5,3240,13978
482000,5,2.25,2230,9600
168000,2,2.5,1160,2174
805000,4,2.75,2410,6000
398000,2,1,590,10945
665000,4,2.5,2600,17388
592500,4,3,2170,8240
940000,4,2.75,2080,4000
655000,4,2.5,2860,12394
622500,4,2.5,2980,8107
380000,2,2.5,1230,987
648360,4,1.75,2260,7005
432000,3,2.75,2200,14925
1050000,4,2.5,3030,12590
353250,2,1,1060,1600
1000000,4,3,4260,18687
320000,3,2.25,998,844
349900,4,2.5,2052,3723
330000,4,3.5,3150,6202
408000,3,2.25,1950,7221
321000,3,2.25,1347,1292
1051000,4,3.75,3860,5474
2150000,4,5.5,5060,10320
359000,3,1.5,1360,885
300000,5,2.5,2760,6000
380000,5,3.5,2420,4670
660000,3,2.5,2450,4332
355000,3,2.25,1280,959
259000,3,2.5,1550,3569
353000,1,1,550,1279
430000,2,2.5,1520,1588
460000,3,1,1670,4005
80000,1,0.75,430,5050
782000,4,2.5,2380,9614
218000,3,1,960,9633
325000,3,1,1920,6862
980000,4,3,3680,5854
902000,4,2.25,2530,9200
556000,5,2.5,3840,16905
662990,3,1.75,1240,3600
225000,2,1,1300,11867
439950,4,2.5,2380,12067
175000,2,1,1300,44431
306000,2,1,780,13500
235000,4,2.5,1810,39639
399500,3,1.75,2420,12676
478000,3,1,1280,2580
515000,2,1,1680,6500
550000,3,2.5,2510,5400
149000,3,1,1700,8645
526000,3,1.75,1680,3420
527550,1,0.75,820,59677
1050000,3,4,4380,42769
625000,3,2.5,2600,10092
950000,5,3.25,3400,7452
377691,5,1.75,2120,8399
648475,4,2.75,2250,5700
383000,3,1,1800,5612
535000,3,2.5,2210,7620
449950,3,2,1560,4080
465425,4,2.75,2430,20720
675000,4,2.5,2560,36601
599000,3,2.75,1960,2500
416000,3,1.5,1110,9762
595000,2,1.5,1030,4500
200000,4,1,1350,11507
402000,3,2,1540,1827
433000,4,1.75,1830,9600
275000,4,1.5,1930,15531
410000,3,2,1650,9641
554820,4,2,3510,12905
1325000,4,3,3370,7920
735000,3,2.5,2390,9157
607000,3,1,1230,8114
549900,4,3,2830,213879
258000,3,1.75,1620,7540
661254,4,4,2290,6250
945000,4,2,2840,13367
799950,4,3.5,4220,196817
132500,3,1,1080,10500
467100,3,1.75,1620,8645
1610000,4,3.5,4390,11600
641000,3,1.75,1620,3975
350000,3,1,1010,11244
335000,4,2.5,1750,8476
900000,3,3.5,4080,217697
440000,4,2.5,2560,10400
464600,3,1.75,1120,5500
1200000,4,3.5,4740,172497
300000,2,1,1340,7788
670500,4,2,1590,6750
552000,3,1,1430,5000
244000,4,1,1450,8960
788600,4,2.75,3500,7200
445000,3,2,1630,8702
530000,4,1.75,1814,5000
90000,2,1,580,7500
585000,3,2,1670,4572
498000,2,2,1140,8282
379000,2,1,800,6380
462000,3,1.75,1300,2580
388000,4,2.5,2440,7155
255000,3,2,1490,8371
665000,3,2.75,1800,9550
550000,3,2,1830,9152
606000,3,1,1500,3920
334000,4,2.5,2210,6080
360000,3,2,1270,1323
235000,2,1,1140,1730
580000,3,2.5,1620,1173
355000,3,2,1220,1186
375000,2,2.5,750,1430
372000,4,1.75,1960,9300
479000,3,1,1370,3000
2000000,5,4,4580,4443
1680000,4,4.25,5584,68257
501000,2,1,1010,4320
245000,3,1.75,1260,6908
496700,3,2.5,1740,5782
347000,4,1.5,2670,10026
199000,2,1,720,7200
440500,3,2.5,2460,4399
820000,4,2.5,3670,7000
325000,4,3.5,2630,3435
195000,3,1.75,1570,8459
675000,3,3,2980,28000
295000,3,2.5,1560,4200
355300,3,2.5,1620,7410
276000,3,1,1140,5000
460000,2,1.5,2730,19877
880000,3,2,2130,35169
370000,3,2.5,1780,4050
346000,4,2.5,2100,3916
172500,3,1,1140,8800
379950,3,1.5,1690,9144
468000,2,1,1160,6000
477000,4,2.75,1720,6270
529000,3,1,1210,3328
312000,3,1.5,1255,1374
326100,2,1,880,7683
360000,3,1,1050,9206
438000,3,1.75,1650,12940
360000,3,1,1570,9467
1050000,4,2.5,2920,7200
688000,4,3,3000,4000
585000,3,1.75,1850,7735
265000,3,2.5,1440,7741
375000,3,1.75,1440,8775
326500,3,1,1810,12375
160000,2,1,1180,9350
1570000,4,3.75,3070,5850
735000,5,2.75,3390,5211
400000,2,1,1470,6120
800000,4,2.5,2680,7200
949880,4,2.25,2290,10687
405000,3,1.75,1980,8100
399000,4,2.5,2870,9292
730001,3,2,1840,4750
1795000,4,3.25,4060,13000
260000,3,2,1630,8018
751750,2,2,1880,5400
325000,3,1.75,1780,13095
344950,4,2,2330,6250
457500,3,1.75,1840,4030
389000,5,2,2330,10750
515000,4,2.5,3200,6473
732000,3,2.5,2330,1987
415000,3,2.25,1950,8868
1655000,4,3.5,3080,4815
535000,2,1,1040,5527
540000,4,4.25,1960,3565
525000,5,3,2750,3800
570000,3,1.75,1930,36210
569950,5,4.5,4850,40902
283200,4,2.5,1982,6406
1100000,3,2.75,2640,4050
830000,4,2.5,1850,50662
495000,4,2.25,1940,9144
292050,5,3,2840,7199
415000,5,1.5,1900,10226
295832,5,1,1410,6400
450000,4,2.5,2520,8515
1381000,4,3.75,3160,9525
857000,4,3,3720,29043
499950,3,3.5,1820,1501
465000,3,2,1560,8640
329000,3,1,1600,5952
475000,3,2,1230,11502
255000,3,1,960,8100
435000,3,1,1270,4000
685000,3,2.5,2810,7700
715000,2,2.5,2160,5581
780000,3,3,2520,2152
345000,2,1.5,1180,844
355000,4,2.25,1810,4970
282000,3,2.5,1680,15711
244000,3,1,910,5250
967500,3,3.75,3250,5797
375000,3,1.5,2000,7294
1600000,3,3.25,3790,19000
527500,3,1.75,2310,78844
994000,3,2.25,2510,6339
313000,3,1.75,1320,6205
587000,3,2.25,2370,217800
304000,3,1,900,7500
675000,3,2.5,2540,7680
305000,4,1,2100,9288
280000,3,1,1200,6250
960000,5,4,3720,15200
500000,3,2.25,1760,4539
274950,3,1.75,1670,7415
455600,3,2.5,2420,8252
970000,5,3,3480,15185
312900,4,2.5,1630,4473
535000,4,2.5,2340,5600
427000,2,1,920,3780
405000,2,1,910,6490
480000,3,1,1150,4945
725000,3,1.5,2500,4774
293000,4,2.5,3250,235063
268000,4,2,1930,6600
475000,4,3.5,3400,234352
488000,3,2.5,1590,2550
760000,4,2.5,3330,7399
1710000,5,4.5,4590,14685
754950,3,2.5,2610,7256
263900,3,2.5,1658,2700
460000,3,3.5,1600,1431
399950,3,3,1296,1051
370000,2,2.25,1280,835
1149000,4,3,5940,11533
450800,4,3.25,2510,5311
627000,3,3.5,2710,3475
495000,3,2.5,1750,1548
310000,3,1,1430,19901
550000,4,1,1660,34848
215000,2,1,1320,8865
799000,4,3,2580,209523
630000,4,2.5,2740,43101
267000,3,2.5,2495,4400
900000,6,2.75,2300,24773
365000,3,1.5,1300,12240
544500,4,2.5,2230,10414
599000,4,2.75,2020,2750
815000,4,2.25,2000,3800
254000,2,1,1060,8187
740000,2,1.75,2080,4800
225000,3,2,2030,24829
925000,3,2.5,2690,7000
1285000,4,2.5,3240,10800
537000,3,2.5,1550,12920
335000,4,2,1480,3132
840000,4,2.75,3040,2800
224000,3,1.5,1560,7300
395000,3,2.5,2250,3757
450000,3,1,1100,4600
681000,3,1,1700,6356
898000,5,1.5,2680,28014
370000,3,1,800,2296
429000,2,1.75,1350,6315
150000,3,1,820,7680
555000,3,2.5,3160,4270
326000,3,2.75,1720,28000
225000,3,2.5,1680,6755
245100,3,1.75,1300,7958
665000,3,2.5,2190,10370
535000,3,2.5,1720,4006
305000,3,1,1160,11776
999000,7,4,3150,34830
215000,3,1.75,1210,8075
432500,3,1.75,1980,5100
655000,4,2.5,2990,5669
266200,3,1.5,1430,9600
244615,3,2.5,2060,4030
460000,4,3,2230,52983
370000,4,2.5,3090,18645
465000,6,3.25,4250,23326
1175000,3,2.5,1970,23180
189000,2,2,1700,3171
820000,3,2.5,2510,5503
968000,6,2.75,3610,17580
1400000,4,3.25,2980,7000
438750,3,1.75,1610,6480
1210000,4,2.75,3650,6982
600000,4,2,2510,38141
589000,3,1,1110,6000
590000,3,2,1650,6150
479900,3,2,1980,12150
210000,2,1.5,880,1157
745000,3,1.75,1490,9800
840500,3,2,2520,5400
420000,3,1.75,1820,22320
565000,7,4.5,4140,9066
840000,4,2.5,3420,8405
681716,4,2.5,3150,7277
600000,3,1.75,1580,7416
380000,3,2,1660,8281
168500,3,1,1100,10125
355000,2,1,1270,3200
277000,4,1,1450,6250
236000,4,2.25,1830,9485
270000,3,1.75,1300,4127
700000,2,1.75,2320,5500
425000,4,2.75,1680,9545
635000,3,2.5,2300,5500
510250,3,1.75,1400,4000
960000,4,2.25,2410,4560
254000,3,2,1480,7480
299000,3,1,1390,9624
175000,2,1,830,2699
157500,2,1,740,9003
580000,5,2,1940,6000
124740,3,1,1340,15600
1970000,8,3.5,4440,6480
285000,2,1,800,6240
242000,3,1.75,1310,9645
840000,4,1.75,2330,4000
474800,2,3.25,1400,1243
490000,4,2.5,2360,4367
465000,3,2.25,1840,5752
515000,4,2.5,2680,7178
430000,3,3.75,3890,7140
253400,3,2,1400,8640
355000,3,2.5,2400,9701
740000,4,2.25,2920,46355
186950,2,2,1390,1302
306000,3,2.5,1680,11193
510000,4,1.5,2040,8800
345000,2,1,1080,4000
875000,3,2.75,2280,4280
700000,4,3.5,4490,5099
1400000,4,3.25,4700,9160
499950,4,2.5,2798,4473
739000,3,2.5,2810,5400
363000,4,2.5,3753,7204
782000,4,3.5,3910,8095
325000,2,2.5,1050,1609
485000,4,1,1600,4300
452000,4,2.25,2590,10002
264950,4,2.25,1720,9753
472000,6,2.5,4410,14034
267500,3,1.75,1590,11914
565000,4,2.5,2440,22594
535000,3,2.5,1360,1016
389000,2,1,910,7000
400000,4,1.5,1390,7200
264000,3,1.5,1470,14821
690000,4,2.5,2920,9904
412000,3,1.75,1950,52256
695000,3,2.5,2390,4555
246500,3,1.5,1270,11600
230000,2,1,950,7560
302000,2,1,900,423838
820000,4,2.25,2280,6660
145000,3,1,1010,5490
436500,2,1,1260,5000
2453500,4,3.5,4730,13586
672000,3,2.5,2620,21587
680000,3,2.25,2330,4000
750500,5,3,2170,2440
550000,5,2,2450,9488
266500,4,1.75,1880,7632
619000,4,2,2300,3400
405000,3,2,1240,14404
300000,2,1,820,3844
231000,4,2,1530,6375
790000,5,3.25,2900,12160
400000,4,2.75,1240,3867
950000,4,3.5,4140,13392
450000,4,2,2240,7725
595000,3,2,1480,5000
332000,3,2.25,2270,8876
155000,3,1,1250,6250
400000,5,2,1930,9747
349000,4,1.75,1700,7800
529000,3,1,1590,6420
405000,5,1.75,1880,10000
635200,4,1.75,1640,4240
540000,3,1.5,2600,5085
402000,2,1,710,1173
3100000,6,4.25,6980,15682
329932,3,1.5,1460,5040
300000,3,2.5,2080,9827
525000,5,2.5,2630,9216
2750000,4,3.25,4430,21000
602500,4,2.5,2760,6850
400000,4,2,1670,12056
445000,4,1.75,1990,4725
525000,3,3,2600,5238
395000,2,1,1320,1824
510000,3,1.5,2240,3800
723000,4,2.25,1960,8680
503000,3,2,2590,108900
672500,4,2.75,2620,6707
860000,3,2.5,2770,9136
475300,3,1,2110,10005
295000,4,2.5,2290,4539
1425000,4,4.25,4960,6000
250000,2,1,1110,26051
658000,4,2.75,3310,6166
83000,2,1,900,8580
685000,3,1.75,1940,7313
210000,3,1.75,1590,7617
650880,3,2.5,2930,6050
350000,4,2.5,2040,22653
305000,2,2.25,1000,905
645000,3,3.25,1730,1229
385000,3,1,1220,4800
860000,3,2.25,3060,12095
395000,4,2.5,2910,5000
260000,3,1.75,1050,5850
196440,3,2,1560,7352
425000,3,1.75,1680,3000
2400000,4,3.25,4140,20734
369000,3,2,1550,8509
1385000,6,2.75,5700,20000
349900,3,2.5,2200,7278
650000,2,2.5,1740,2500
299950,3,1,1210,9525
625000,4,3.25,4240,25639
190000,3,2.25,1590,11745
715000,4,1.75,3420,7200
659000,4,2.5,3190,11375
490000,3,1.75,1920,5405
415000,2,1.75,1340,4664
750000,3,1.75,1700,8400
700000,4,2.5,2310,3570
425000,3,1.75,1510,44000
642000,3,2.5,2670,10082
655000,4,2.25,2060,8470
1365000,3,2.5,2090,6000
458000,5,2.5,3090,23265
330000,2,2.5,1240,1546
384950,3,2.5,1860,3690
560000,3,1.5,2000,7350
950000,4,1.75,2500,92347
465000,4,2.25,1820,20349
425000,3,2.25,1820,8058
315000,3,2,1060,5750
530000,3,2.5,1950,9906
399000,2,1,940,4800
168000,2,1.5,1220,3568
1886700,5,3.5,4180,17935
374000,3,1,1200,9800
740000,5,3.75,3990,18897
280000,2,1,1880,7560
322000,4,2.5,2280,7200
459900,3,1.75,2580,11000
750000,4,2.75,2600,4674
1256500,4,2.5,3150,13700
3710000,4,3.5,5550,28078
427000,5,2.75,2220,4000
800000,2,2.25,1730,31491
735000,4,3,2840,4120
642000,4,2.5,2560,8780
240000,3,2,1330,6000
645500,2,1,1890,5202
840000,7,4.5,4290,37607
475000,2,2,1540,54450
568000,4,2,2340,50233
325000,3,1.75,2180,10230
825500,3,2.5,2780,11964
499431,4,2.75,2620,6019
919204,4,3.5,3760,5000
545000,4,2.5,2720,4738
660000,3,2.25,2675,40910
538888,5,2.75,2080,13189
693000,3,2.5,2460,12028
289950,3,2.5,1960,3480
587000,4,2.5,2550,6256
615000,3,2.25,1760,1146
459000,3,1.75,1620,7330
243000,3,1.75,1790,12000
1505000,4,3.5,3480,7232
660000,4,1.75,2780,9900
1595000,5,3,3640,8239
250000,1,1,750,4000
315000,3,1,960,6634
404000,3,1.5,2030,8880
559900,3,2.75,2930,5569
285000,2,2.5,1380,1073
500000,3,2,1720,5525
380000,2,1,1210,4800
469000,3,1,950,4250
405000,2,1.75,1710,4234
439900,2,2,1410,12282
525000,4,2.5,2910,7631
580000,4,2.5,2220,7064
1250000,5,3.25,3160,13238
275000,3,2,1380,4500
629000,3,2,1760,5000
395000,1,1,730,3000
965000,4,2.5,2460,5000
820000,3,1.75,2160,6272
661000,4,2.25,1990,4600
789000,3,3,3740,39640
668500,4,2.5,2710,5500
350000,3,2.5,2680,7836
250000,4,2,1850,7560
725995,4,2.5,3190,7869
1000000,3,2.5,2730,5832
686000,3,1.5,1840,9990
665000,4,2.5,2720,10000
1965221,4,3.5,4370,8510
653000,3,2.5,2290,3475
430000,2,1,990,4802
305000,2,1.5,1140,2980
809000,4,1.5,1840,4337
440150,2,1,1110,6800
615000,4,2.5,2150,9070
1035000,3,2.5,2230,5750
455000,2,1,1170,6000
635000,3,2.5,1960,7200
675000,3,2.25,2610,9002
316000,3,2.25,2130,8721
955000,3,2.25,3020,43560
985000,3,1.75,1670,5400
465500,3,1.75,1890,7004
305000,3,1,950,13475
645000,4,2.5,2430,14400
730000,4,2,2360,6000
366000,3,1.75,1510,8301
290000,3,2.5,2080,4828
472500,3,2,1750,15500
550000,3,2,1810,4064
410000,4,1.75,1790,11875
440000,4,2.75,2340,11034
535000,3,2.5,1690,9626
300000,4,2.5,2070,7476
432500,3,2.5,2240,6396
870000,4,3,4500,21780
492000,3,1.75,2770,39927
199950,3,1,1010,7245
439800,3,1.5,1120,6900
320000,5,2.5,3020,21441
687000,4,3.25,4400,186846
345000,3,1.75,1990,5650
274950,3,1,1450,8820
270000,4,2.5,1920,8497
342000,2,2.5,1175,1366
327000,3,1.5,1320,13200
610000,5,2.5,3990,3839
455000,2,1,1140,5720
540000,4,1.75,1720,4240
411000,4,2.75,2150,9915
544000,3,1.5,1790,8203
802000,2,2.5,2210,6327
568500,3,2.75,2180,7519
391000,3,2.25,1410,1290
298000,3,2.5,1950,3600
400000,3,2.5,1495,936
425000,3,2.25,1660,6000
328500,3,2.5,1950,8130
650000,5,2.75,2550,5040
850000,3,1.75,1370,3850
930000,4,2.5,2200,4000
530000,3,1.75,1250,6041
495000,4,2.25,2220,8872
500000,3,1.75,1620,4200
325000,3,1.75,2250,26337
365000,3,2.5,1720,99916
471000,4,2.5,3030,9687
223000,3,1,1030,9120
503000,3,2.5,2190,4882
230000,3,2,1440,5600
550000,4,2.5,2170,9600
1100000,4,3.75,2930,3200
193000,3,1.5,1180,9048
590000,4,4.25,2360,57514
712500,3,1.5,1660,8797
689800,3,2.75,2390,9313
430000,3,2,1360,5120
785200,3,2.25,1840,3500
474900,3,2.25,1800,43647
1070000,4,3.75,4130,12320
435000,3,1.75,2220,132858
941500,5,3.5,3490,9680
312000,4,2.5,1830,5175
835000,4,2.75,1550,4000
713250,3,2,2050,9000
440000,2,1,1230,6600
580135,4,2.5,3150,5886
575000,3,2.25,3800,33825
613000,3,2.5,1350,3068
235000,3,2,1530,8700
660000,3,2.5,2290,2798
280000,2,1.5,1480,15641
268000,3,1.75,1970,10270
235000,2,1,720,4840
390000,3,2,1080,7236
654950,4,2.5,2790,45902
449500,5,2.75,2040,7488
150000,3,1,1320,8220
440000,3,2.25,1680,57063
710000,3,2,2140,4923
420000,3,1.75,1660,9600
312000,3,2.25,1540,5338
320000,3,2,1880,10758
235000,3,1,1250,15603
437000,5,2,2120,137565
545000,3,1.75,1810,3000
640000,3,2.5,2370,11172
432000,3,2.5,1970,4036
548000,3,2.5,2110,4099
830000,3,3,2080,10521
875000,4,2.25,3720,12384
409950,2,1.75,1370,5125
695000,4,2.5,2961,12146
562100,3,2.25,2090,12112
475000,3,2.5,2600,7210
425000,3,2.25,1870,9000
600000,4,2.5,2620,9873
770000,3,2.5,2430,54059
239000,3,1.75,1340,16480
295000,2,1,1170,10621
560000,3,1.75,2000,10182
613000,5,2.5,2070,12000
960000,4,3,4590,9150
847000,5,1,2550,4623
206000,3,1,1060,9600
253000,2,1.75,1220,5000
430000,4,2.25,1790,7203
605000,3,2,2060,4040
425000,2,2.5,1140,1182
720000,4,2.5,2870,12648
375900,6,1.5,2550,33740
1298000,4,3.5,2790,10125
210000,3,1,1110,7962
234000,2,1,940,5375
285000,3,1.75,2880,18296
400000,3,1.5,1200,4800
718000,3,1,1030,4958
174500,2,2.5,1240,2689
222400,3,2,1200,9566
402500,3,3.25,2780,4002
250000,3,2.25,1765,7652
600000,4,2.5,1960,14242
930000,2,2.5,2680,11214
272500,3,2,1410,7622
363990,4,2.5,2240,3712
575000,4,2.75,3120,7644
400000,3,2.25,1450,4706
427874,3,3,2340,5002
309000,5,2.75,2481,4045
320000,3,3.25,1530,1602
390000,3,2.25,1250,7500
299000,1,0.75,560,12120
375000,4,1.75,2200,7475
240500,3,1.75,1460,10584
320000,3,1.5,1650,9380
1270000,5,2.5,3200,17204
658588,3,2.25,2560,41346
270000,3,2.25,2080,4252
327500,3,1,1070,7140
340000,3,1.75,2190,12626
200000,3,1.5,2060,15837
1025000,3,1.75,2640,8000
275000,3,2.5,1720,8755
1126000,5,3.5,3880,13885
280000,2,1,960,4920
485000,3,2.5,2340,59058
1901000,3,2.5,2660,13367
865000,3,1.75,2090,4725
532000,3,2.5,1820,4910
364950,4,2.5,2310,8030
212500,3,1,920,14400
135000,1,1,790,13062
437000,2,1.75,1500,6800
390000,3,1,1240,11108
760000,4,2.5,2730,36183
119500,3,1,1170,11000
2400000,5,3.25,3410,9088
837500,4,2.5,2700,9320
327500,4,1.75,1650,7800
175000,2,1,670,2378
289950,3,2,1670,7757
400000,3,1.75,1530,10731
219950,3,2.25,1500,7615
161700,4,1.75,1720,7200
500000,5,3,2920,11440
465000,3,1,910,4500
540000,3,1,1050,4160
525000,3,2,1540,7800
324950,3,1,1210,7440
565000,5,2.5,2650,11455
760500,3,2,1990,3990
1100000,5,2.75,2660,8737
603500,4,2.5,4060,9734
453500,5,2.5,2300,23345
583000,6,2.75,2630,16411
275000,2,1,770,8149
875000,4,2.75,3790,10669
335000,4,2.75,2540,7210
646000,4,2.25,2500,8500
392500,4,2.5,2150,7303
785000,3,1.75,1670,9600
470000,3,2,1800,12669
560000,3,2.5,2070,12708
519000,2,1,830,2820
746000,3,2.25,2370,9619
317000,3,1,1010,5400
371000,3,1.5,1420,4500
250000,4,2,2120,8701
532000,4,1.75,2020,7029
499950,3,2.5,1520,2208
375000,2,1,820,6250
640000,3,2.5,1690,1553
400000,3,2,2260,11305
572000,3,2.25,1830,7897
310000,3,2,1350,11150
989000,5,3.5,3280,4000
685000,4,2.5,2770,45514
907500,4,2.5,2770,8642
427500,4,2.5,2460,5091
860000,3,3.25,4720,32467
365000,2,1,1250,8100
250500,3,2,1710,7225
411715,3,1.75,1840,5101
415000,4,2.5,2000,5962
129000,1,1,650,15364
489000,3,1.5,1020,9072
170000,2,1,1500,18540
418500,3,2.5,2060,4399
261000,3,1.5,1810,29308
2005000,6,4.5,3810,28176
355000,2,1.75,1650,4000
742000,3,3.25,1540,704
399950,3,1.5,2080,5244
791000,3,2.25,2430,5500
190000,5,2,1750,10284
229500,3,1.75,1770,33224
539000,3,2.5,1710,2300
549000,4,2.25,2740,88426
545000,5,2.5,2730,17240
285000,3,2.5,2437,5136
648000,4,2.5,3290,6203
610000,4,3.5,2910,5260
767450,3,2,1630,7599
765000,4,3,4410,5104
586500,3,2.5,1780,1487
520000,3,3.25,1540,1487
455000,3,1.75,1420,1189
653000,3,2.5,2680,9750
279950,3,2,1750,9750
449950,3,2.5,2170,4912
565000,3,2.75,2390,9966
620000,4,2.25,2400,5350
269000,3,1,1690,4250
875000,3,3.5,3250,6000
630000,4,3.75,4610,40202
425000,4,2.75,2440,15349
647500,3,1.75,1290,3870
450000,4,1,2000,4676
440000,3,1,1050,7500
445000,4,2.5,2340,3784
530000,4,2.25,2210,7665
